ID	CO_4	CO_6	CO_5	CO27	CO29	CO26	CO25	CO28	CO30	CO31	CO36	CO32	CO33	CO34	CO_35	CO21	CO23	CO20	CO19	CO22	CO24	CO37	CO39	CO38	CO40	CO42	CO41	CO3	CO1	CO2	CO8	CO9	CO7	CO12	CO15	CO13	CO11	CO44	CO10	CO43	CO16	CO18	CO17	CA25	CA30	CA28	CA27	CA29	CA26	CA35	CA31	CA32	CA34	CA33	CA36	CA19	CA20	CA21	CA23	CA24	CA22	CA38	CA37	CA39	CA42	CA41	CA40	CA3	CA2	CA1	CA8	CA9	CA7	CA12	CA13	CA15	CA43	CA11	CA10	CA44	CA16	CA18	CA17	CA_4	CA_5	CA_6
P55056	24.9184	25.9095	26.3226	24.009	23.1255	23.2483	24.5029	22.0899	23.2513	23.8644	24.0316	23.6362	23.1352	24.0931	24.6894	25.0774	21.8375	23.5332	22.7206	23.6765	24.3219	19.6122	21.5043	23.8574	24.1944	23.1957	23.2781	25.9291	22.9319	24.7158	21.801	21.6348	21.14	23.5624	23.8427	20.098	22.0918	23.2404	24.0562	20.5118	25.7711	26.6612	23.3788	24.9451	23.5798	22.6122	24.3279	23.7936	25.3969	23.0268	24.6873	22.699	24.5053	24.0249	23.1139	22.6778	24.6571	23.9632	22.8523	24.5574	23.9372	20.1941	24.1583	23.5869	23.9919	22.5797	26.6786	24.1747	24.371	21.5171	21.9213	22.8578	22.8569	23.9696	25.4758	24.5246	23.1325	24.2143	22.1426	22.4545	24.1346	25.5291	25.9348	24.1196	23.8066	25.258
P55058-3;P55058-2;P55058;P55058-4	20.3969	19.9732	21.3647	20.4563	20.6516	19.0369	20.8252	19.9568	19.4503	20.4451	20.5957	20.4512	20.5826	21.1904	20.2191	20.8491	19.7173	20.1143	19.9889	19.1111	18.9512	20.8285	20.5328	21.1468	21.0829	21.6137	21.5943	20.0024	20.1903	20.9749	21.8935	21.7527	21.5517	22.474	21.3682	21.2532	22.665	21.6204	22.3817	21.4902	20.4175	20.2931	20.6904	20.4947	19.8763	20.1873	21.199	22.2831	19.8654	21.607	20.9272	19.6627	21.884	21.7304	19.392	20.8818	21.1738	18.3956	22.1295	19.0672	19.6881	19.2339	20.2457	19.9039	20.6267	21.6866	21.1407	19.9215	20.9406	20.7359	21.6698	21.3297	21.8913	22.074	22.4516	22.201	21.4322	22.2896	22.7195	21.0959	20.9634	20.0775	20.3248	20.9412	20.5316	20.5044
P55290;P55290-4;P55290-5	23.5542	24.0598	23.617	25.0475	24.7347	24.649	23.9551	24.635	24.3224	24.248	24.3137	23.776	24.6421	24.2144	24.3879	23.2872	23.9864	23.9505	24.1746	24.0731	23.9364	24.2568	24.1649	24.1375	24.0792	25.1901	24.4428	24.1724	24.4961	24.4133	23.7767	23.4021	23.1518	23.6965	22.7674	22.825	23.386	22.1188	22.528	22.9615	25.0299	23.8937	24.6093	24.1751	24.25	23.973	24.1254	24.7009	24.7456	24.1011	23.8714	22.1931	23.1375	24.8547	24.3897	23.9925	23.2781	24.0523	23.9442	23.4805	23.8327	23.3398	23.5197	24.0491	24.9733	24.1267	23.6394	24.1463	23.911	23.8073	23.0566	23.2069	22.6711	23.4522	21.6149	23.6511	22.8754	22.2875	21.6984	23.4079	24.813	23.8088	23.6227	23.4331	23.2958	23.6568
P59666;P59665	20.1019	20.8144	19.802	27.6131	27.0073	29.2929	24.2647	29.3705	29.5417	24.1143	26.8109	26.5393	25.588	26.2232	21.3849	23.7819	22.5174	28.5566	23.5205	24.0051	22.9493	20.4893	21.2661	19.1042	21.6132	20.0002	23.3481	24.6659	28.7286	28.9036	21.8997	28.7115	28.5158	18.9828	22.1127	19.7752	25.071	27.7698	22.9083	26.8706	29.6227	29.2216	26.9874	27.0716	29.5146	24.413	27.192	21.8137	25.0526	21.9641	22.0599	26.1567	26.2279	24.1915	25.2895	19.703	19.6375	24.2309	24.1223	22.0296	24.669	20.0638	19.9018	22.0987	21.6066	29.7947	21.4769	28.7721	19.5652	27.4305	28.4132	28.7617	28.7395	22.413	22.7039	19.7344	27.1454	24.2355	25.2096	24.6491	19.8218	29.3997	26.9604	24.8659	25.2356	21.5626
P63261;P60709	24.1471	24.4023	24.6257	25.0191	23.8449	24.269	24.2684	24.4406	24.6457	23.0017	22.1573	23.3872	23.2526	24.434	23.2945	23.7425	23.5404	24.1086	23.3329	23.941	24.2203	24.7341	24.1285	25.353	25.1649	25.0751	25.5672	24.9071	25.4512	25.1125	24.4375	25.0662	24.4779	24.5723	23.9675	23.1355	24.0346	25.06	24.3676	24.8123	25.1677	25.3534	25.0203	24.1953	24.4175	24.7416	24.7604	23.9705	24.5706	23.6609	24.5257	21.6008	22.5362	21.3566	24.1718	24.3048	23.5881	24.0574	23.9048	22.863	24.3199	24.3167	24.7968	24.9144	24.3913	25.5085	24.1655	24.9713	23.9615	25.287	25.0153	24.3236	24.2126	24.52	24.7001	24.5753	25.1057	24.3169	24.0287	24.9658	25.5055	25.4651	25.0084	24.6765	24.4298	24.2206
P61626	23.5127	23.7097	24.03	22.9813	23.0836	20.7669	21.0175	22.5755	22.452	23.1834	20.7749	24.3914	23.8892	23.2948	23.1199	22.7857	21.8386	22.7869	22.7381	23.7723	23.752	23.4641	23.0994	23.7583	24.1566	24.6673	23.8899	23.6347	23.4415	24.0473	23.9137	24.681	24.1833	23.4616	22.4674	22.5663	23.6734	22.023	23.9236	23.3743	23.5884	23.9929	24.4182	22.4418	23.7186	23.3	21.8594	19.9571	21.7893	23.5321	22.4218	22.4204	22.784	23.6169	23.9769	21.0045	23.8618	23.0763	22.2812	23.7847	21.914	23.151	23.3465	23.3919	25.3039	23.7746	24.1992	23.7728	23.3602	23.2212	24.7094	25.2098	23.4821	21.7467	23.1605	21.9694	23.8528	23.718	23.7813	23.8659	23.3943	24.3485	23.9144	23.4688	24.2365	23.9319
P61769	24.7259	24.3667	25.1789	25.553	25.3488	25.5833	25.0765	25.3705	25.6519	25.1869	22.9493	24.0548	24.6097	24.5939	24.7912	24.6821	24.0515	24.0423	24.9083	23.8625	24.3878	25.5324	25.3234	24.7577	25.201	25.5401	25.3804	25.5193	25.464	24.6729	26.2776	25.8786	25.5043	25.8423	25.7165	25.1283	25.459	25.9261	25.7164	25.9075	26.021	25.3169	25.503	25.4779	25.5734	24.7795	25.1719	25.351	25.2272	24.7835	24.0736	24.9339	25.0764	24.1253	25.952	24.4266	24.8903	23.7611	23.6892	25.4007	25.0081	24.9425	24.86	25.3089	26.5786	25.7696	25.382	24.9447	25.2251	25.1738	25.9561	26.99	25.3041	25.0865	25.8948	26.4238	25.8201	25.6675	25.9777	25.7031	25.8956	25.5251	25.1759	25.0155	25.332	25.1893
P62328	23.0287	23.1172	22.9611	22.9051	21.5445	21.2429	21.3738	21.5948	22.092	20.9348	19.7336	21.8575	21.219	21.5277	20.81	20.7548	19.8877	21.923	22.1416	22.4543	21.9694	21.592	19.6932	21.0902	24.0586	21.7362	25.7357	22.2114	23.6217	21.7438	22.0674	23.4464	23.5968	24.5574	25.1578	25.4938	21.3197	25.8773	21.7524	23.7938	25.1032	23.744	24.1512	22.0975	21.2048	25.1873	23.448	21.5386	21.2353	23.7904	23.0746	19.3321	21.9955	20.187	21.9967	22.2638	20.5542	23.2609	21.2856	21.3423	20.3815	21.355	21.7243	23.0693	23.061	23.6763	23.6952	22.1113	19.5017	23.4651	25.0288	23.1233	23.0224	25.4532	24.2577	25.3662	23.8817	20.3332	21.1486	24.1238	24.691	25.393	23.4163	23.4676	22.771	23.144
P68871	27.0055	26.1404	28.3179	26.09	27.8275	27.2982	28.4895	27.0694	26.7123	29.6227	30.9906	27.7634	28.3751	29.0555	25.5152	27.6861	26.7339	27.5669	27.2197	29.679	28.0069	30.1391	26.5375	26.6506	26.8857	27.0887	28.7987	25.6091	27.9522	27.6271	25.3365	26.4983	27.7874	25.4905	27.0038	24.8954	26.2532	26.7426	27.0197	27.6392	24.7948	27.5273	27.1493	27.7646	29.1331	30.5058	28.1767	25.9875	26.6275	27.7562	29.8572	27.5931	29.3244	28.8063	27.9608	26.2375	27.9312	28.4291	28.3356	27.8844	27.8904	30.0539	26.8255	27.6678	28.3246	29.2534	28.9103	26.5963	27.1479	27.7587	26.4407	26.9952	27.8506	27.9225	27.2607	26.4029	24.8775	28.5078	26.4208	26.0117	24.654	27.8565	26.663	26.9635	27.2262	26.2775
P69905	25.3718	23.6934	26.8005	24.2824	26.1178	25.4811	26.8375	25.6404	24.9653	27.8146	29.4815	25.451	26.6519	27.286	23.4711	25.4899	23.7534	25.5799	25.0571	27.8195	25.6377	28.5697	24.1058	24.9073	25.5199	25.0809	27.4547	23.4397	26.505	26.2543	22.2111	24.0531	25.9545	20.0633	24.1311	21.601	23.2994	24.3965	25.163	25.1001	22.9898	25.9806	25.7222	25.6426	27.7541	28.7285	26.2656	24.2742	24.9797	26.1075	28.3101	26.5749	27.6771	26.9738	26.1018	23.5463	25.7284	26.3739	26.1889	25.5233	25.8028	28.4388	24.8597	25.6109	26.9823	28.2892	27.4354	25.1752	25.9364	26.2435	24.0954	24.7919	25.8835	25.7174	24.8068	23.0875	22.2285	26.5277	24.0496	22.5935	21.9508	26.4118	24.4211	25.2586	25.4121	24.3779
P80108	25.6993	26.2174	26.5247	26.1237	26.4244	26.5277	26.8849	26.1689	26.0414	25.8006	26.0405	26.6018	26.3702	26.0087	26.5087	26.0205	26.2264	26.2321	26.8149	25.5915	25.6229	22.9593	25.836	25.2385	26.2888	26.5441	25.5982	27.2633	26.0123	26.2718	26.0001	26.4851	26.4186	25.9445	26.2374	26.9624	25.5941	26.971	24.4692	26.31	27.0195	27.1558	26.1747	26.4984	26.308	26.2178	26.3109	26.666	26.558	25.9539	26.4569	26.2451	27.2001	26.3647	26.2502	26.9721	25.5469	25.6244	25.982	26.0672	26.3525	25.4472	25.7868	25.9441	26.1086	26.5747	26.0754	25.737	26.5511	26.0367	25.7705	25.9447	26.1967	26.552	26.2206	26.4176	26.3208	26.2955	25.4714	26.2716	27.0113	26.6832	27.0681	25.9378	25.6358	25.8908
P80723;P80723-2	20.8681	20.0166	20.4933	22.2943	22.1524	21.758	21.7541	22.5605	22.256	19.7453	20.7335	21.0192	21.1311	22.1915	20.9416	20.1582	20.8775	20.2373	20.225	20.5426	20.875	21.6863	21.6253	20.8646	20.4094	20.4006	20.2511	20.3638	21.4174	20.2282	21.5448	21.1554	20.8022	22.1355	20.8781	21.3797	21.1991	21.0527	21.9973	20.7854	21.1856	21.2677	21.5483	22.0628	21.8795	21.5591	21.7997	22.2036	21.53	21.9224	20.0965	21.1799	20.6845	21.5195	21.6884	21.0636	21.5985	20.5201	21.5392	21.2805	20.8621	20.3613	21.6479	21.237	20.8431	19.6991	20.0042	21.4179	19.7416	20.8282	20.99	21.7459	21.169	20.8186	20.8525	19.847	22.2754	21.4225	20.8484	21.5327	21.749	21.1495	20.5793	20.6977	20.8957	20.7451
P98160	22.172	21.7016	22.1955	22.6465	22.1205	22.272	21.9104	21.8653	21.7598	21.6366	22.2169	22.607	23.1796	22.4365	23.1335	21.7578	21.1878	22.1028	23.1489	19.8552	22.7212	23.4733	22.7217	23.5655	22.9919	23.4737	23.1025	22.0581	22.7817	22.6991	23.8882	23.7925	23.3668	23.5	22.5955	23.1579	22.7926	23.8728	22.632	24.3856	24.3152	23.6032	24.541	22.2071	21.7236	21.5386	21.8382	22.2771	22.0447	20.8421	21.3348	21.8388	21.688	21.8558	22.0269	21.029	21.1604	21.4215	21.6875	21.0165	22.3666	23.308	23.0002	22.9855	22.7762	22.0256	22.4854	22.8334	22.9821	22.7537	22.9962	23.6273	23.2277	23.0362	22.2775	23.3662	23.856	22.9452	23.3824	24.2936	24.4981	23.3583	23.6868	22.1277	21.1835	22.2014
Q01459	21.5216	21.4625	22.8535	22.0896	22.1832	22.2941	21.9501	22.5142	21.767	23.0903	21.4728	22.0913	22.9486	22.9863	22.8994	22.3808	20.4709	22.6543	22.3746	21.1644	21.2166	20.4494	23.0861	20.8195	22.1968	20.8903	21.9416	21.6572	20.8143	20.39	20.7268	22.1239	21.1738	20.7384	21.0295	20.1195	20.4939	20.8747	20.8662	20.7563	21.1442	20.6888	19.0904	22.2124	22.9531	21.5797	21.9351	22.0388	21.2634	19.5891	20.9195	21.3972	21.502	22.4791	22.4962	22.0267	21.257	21.8809	21.0425	21.711	22.0165	19.9267	21.3385	20.2107	21.6696	21.6821	21.8499	20.4334	21.8503	22.9411	21.0149	20.8136	21.3108	21.8345	19.5117	21.1709	19.4664	22.6728	20.4222	21.3578	22.7022	20.4676	21.0767	22.2437	22.32	21.9566
Q02985-2;Q02985	23.5918	21.7751	24.3357	23.6571	23.559	23.7518	22.9069	23.6101	24.4996	22.0076	24.0169	22.3488	22.2774	23.3629	22.9768	22.5939	21.723	22.2379	23.7407	23.1452	23.7213	24.3626	23.9921	20.9012	23.7395	22.6557	22.9435	23.1339	24.8817	23.0499	23.1392	22.6702	22.8446	20.1144	20.3999	22.0956	24.4678	22.6184	24.1929	22.1629	24.9423	24.7033	23.5572	23.8362	24.4245	23.8545	24.2032	21.8424	24.0038	23.8451	23.5983	23.2964	22.3608	23.4117	24.0356	22.3571	24.0259	21.9521	22.8902	22.0508	22.9358	22.6965	23.4812	21.1688	24.148	23.1207	22.9299	24.3931	23.9586	23.1962	23.8506	23.8852	22.7942	22.765	23.0805	21.7611	22.9656	24.1521	24.0298	23.5456	22.8129	22.7236	24.8602	23.2208	23.3963	23.4502
Q03591	27.4978	27.4267	27.9764	27.9955	27.4272	28.1778	28.2219	28.7424	28.1983	28.1026	28.3064	28.1847	27.5849	27.8743	27.4284	28.0383	27.5429	27.8367	28.3665	28.1019	28.3847	28.2983	28.8628	27.7368	27.6045	27.6067	27.0549	28.0679	28.1581	27.4471	27.9265	27.9858	28.0735	26.3498	26.4425	27.0702	27.0656	26.2413	27.6956	26.9602	28.6775	27.9179	28.1709	27.3955	28.6242	27.2479	28.3027	27.3351	28.1723	28.0868	27.3674	27.7258	27.8551	28.141	27.5334	28.0086	28.266	25.7513	27.3193	28.4527	28.0043	27.8723	28.7332	27.2816	28.6317	27.6037	27.5786	28.4606	27.9065	28.0663	28.3201	27.5958	27.6722	26.6391	26.901	27.1269	27.8603	27.1233	26.9649	26.7397	27.4481	27.6117	27.9751	28.3154	28.1074	28.1199
Q04756	26.3294	26.4626	26.143	26.9052	26.717	26.6105	26.2658	26.5605	26.1936	26.1327	25.7877	26.3281	26.5266	26.2008	26.3489	25.5455	26.6651	25.9574	26.5362	25.7463	26.3864	26.0177	26.0825	26.2457	25.5594	26.1573	25.8825	25.5351	26.9979	26.9525	27.0687	26.2911	26.7189	26.9004	26.0505	25.6936	27.447	27.3546	27.3908	27.2434	27.4957	26.2953	26.8362	25.9959	25.739	26.225	26.6722	26.614	26.3661	26.3998	26.4143	25.4233	27.1107	26.3384	25.7567	26.5824	24.129	26.3294	26.5066	25.839	26.6522	26.4239	26.625	26.3246	26.2408	26.3115	25.4606	26.7587	26.3075	25.5805	27.2122	26.6563	26.6454	27.2303	26.6403	25.8714	27.075	25.7907	27.3079	26.2052	25.9991	26.5627	26.3744	26.4551	25.9948	26.5642
Q06033-2;Q06033	29.8554	28.5808	29.1007	28.9492	28.9331	29.251	29.0172	28.3973	29.7174	28.8442	29.9516	28.4583	29.3156	29.0813	29.6192	28.9328	29.1617	28.5133	29.233	29.8256	29.0447	29.4476	28.9557	28.1737	30.1129	29.8835	28.9241	29.0296	29.9896	29.0985	29.4343	28.9615	28.993	29.3382	28.5524	29.732	29.6505	28.7019	29.6983	28.7105	29.8159	29.1592	29.2307	28.6846	29.1022	29.3434	29.4203	28.5636	29.3898	29.3668	28.935	28.8918	28.2006	29.5319	29.8778	28.886	29.1168	28.9344	28.7638	28.7467	28.3983	28.362	28.7787	28.7281	29.4595	29.4934	28.9616	29.0579	29.4606	29.3834	29.4816	30.2392	29.7768	30.0351	29.4015	29.7515	29.1836	30.1606	29.5159	29.2578	30.2214	29.1184	29.3509	29.444	29.754	28.6095
Q08380	21.8039	20.8979	23.5462	21.3787	19.9879	22.1465	22.9337	21.9199	20.4518	22.5925	22.0337	23.2907	20.5041	21.0319	21.3435	21.2719	20.814	19.0413	19.3337	21.2075	21.6155	21.942	20.4085	22.4875	23.0542	21.3455	22.6483	22.8655	22.598	21.6443	22.6622	22.6951	25.6413	21.7756	23.6752	27.3721	22.1234	22.1899	24.2585	23.3151	22.6493	22.5088	20.6685	20.8696	22.468	21.729	20.4082	20.4008	20.7893	23.4217	22.6116	21.3838	21.9252	21.8759	21.3548	20.498	19.347	20.7644	19.9249	21.0115	20.698	20.2746	20.2815	20.0236	21.6894	21.631	23.4493	21.2558	23.5529	23.122	22.5825	22.5121	21.6169	22.5077	23.856	24.1552	22.5688	23.1361	22.9597	22.2969	22.2525	23.0935	22.4723	22.4487	21.9318	22.8352
Q10588-2;Q10588	19.6975	20.6247	21.2247	22.0355	20.9261	21.3175	21.1143	21.4545	21.8627	21.6938	20.3081	20.7508	20.0965	21.8348	21.9309	20.1316	21.888	21.9607	21.9413	22.0139	20.5217	19.4878	20.3285	19.1401	20.1986	21.3018	19.5586	21.533	20.9203	21.6441	21.4807	20.7103	22.0367	21.1441	21.5367	18.9933	22.2199	20.8896	21.365	21.3704	19.5565	21.8485	20.1314	20.7595	20.5744	19.9427	20.2303	22.2428	20.7433	21.3355	21.7132	21.733	21.088	21.1134	20.5188	20.0372	21.6314	21.0451	21.1958	21.5004	20.4433	19.8634	19.6701	19.6667	20.6499	20.4635	20.7942	21.901	21.5037	21.7248	22.1196	22.3689	21.7375	21.4376	21.1589	21.4995	21.2136	21.5216	21.8135	19.8341	20.1441	19.9801	19.3123	19.1768	20.206	21.5655
Q12805-5;Q12805-2;Q12805-4;Q12805-3;Q12805	21.9344	21.9301	21.9811	21.9683	22.366	21.604	19.9481	19.5952	19.7826	21.5	22.2074	20.7343	20.7192	20.1615	20.8861	19.9104	21.4704	22.1035	19.3497	21.9536	22.1434	20.0383	21.8496	22.4552	21.982	22.1572	21.3493	22.4562	22.7917	21.6785	22.0391	21.7329	20.3515	21.4774	20.5213	21.7319	19.6157	20.6699	20.3106	19.9831	21.2166	20.3704	21.8632	20.8593	20.391	19.2247	20.8624	22.1813	20.116	21.8612	21.477	20.4898	21.5929	20.6974	21.1376	21.0986	21.0877	19.2962	20.9203	21.5897	20.3964	21.0806	18.7748	20.4845	22.9626	21.9093	21.3851	21.9352	22.8301	21.2141	21.8724	21.468	20.5481	20.6105	19.7853	21.672	18.9135	19.7689	20.0749	19.81	20.9558	21.3746	20.9846	21.8732	21.856	21.8333
Q12860-2;Q12860	22.7752	23.0839	23.4837	23.6887	24.1747	20.6939	22.798	23.8758	23.4008	23.3499	23.6028	23.8616	24.1777	23.8265	22.4627	23.8368	23.177	21.2772	23.1112	22.5147	23.2089	23.6676	21.6157	23.541	21.8879	21.7774	20.6099	21.0611	23.7969	21.9785	23.9327	23.8789	24.0194	20.6982	20.6763	18.708	23.3634	23.6712	22.8151	22.6445	24.3018	23.1903	22.7252	23.1301	20.6584	22.6361	23.1341	23.9009	22.1448	23.9526	23.5868	22.8854	23.5065	23.552	24.0402	23.601	22.3203	23.4973	22.4362	22.6411	22.629	22.7114	22.1877	22.8054	21.0532	23.2677	20.421	23.9517	22.7892	20.5194	23.3342	24.0528	23.1915	22.2122	20.2879	20.4286	23.2174	22.2502	24.1439	23.4311	24.6692	23.6932	23.1413	23.1553	22.8391	23.0375
Q12913-2;Q12913	22.574	22.6278	22.7334	22.9878	22.5734	22.6906	22.7511	23.02	22.684	22.6356	21.8445	22.136	21.2972	22.1533	22.3242	20.8083	22.0945	21.0635	22.2686	21.5984	21.959	22.8559	23.1063	23.3425	20.5296	21.1647	21.4944	20.9701	22.3558	20.7913	18.4878	20.2997	21.1273	20.5359	19.9279	18.6247	20.1506	20.417	19.6784	19.3665	22.2736	19.9801	21.1449	22.4237	22.5948	22.9815	22.5582	22.4181	22.9272	21.6021	22.0199	23.0288	22.6891	21.8879	21.5448	22.6346	20.8185	22.3023	21.8338	20.2024	20.963	23.2546	20.541	22.3233	21.9863	20.1437	22.0994	20.4556	20.652	21.236	21.7261	21.4605	22.0656	19.9269	20.3454	19.9993	20.5887	19.415	19.9541	20.6766	22.4918	22.6863	20.3346	22.5224	20.6952	21.4576
Q13093	20.6508	20.8604	20.8248	19.8167	21.0466	20.0317	21.2699	19.2519	19.0399	21.2551	21.5382	20.3863	21.1995	21.3594	22.3882	21.8177	20.6581	18.896	20.3303	19.7891	19.7617	19.5046	20.6669	20.0757	19.8853	21.2654	20.5343	19.2534	19.9921	19.975	20.697	20.9967	21.3337	21.2667	20.7227	20.6083	20.9755	21.9615	19.181	20.7438	20.0321	21.3451	20.2454	20.5063	20.1118	21.1593	19.5139	20.3855	21.5699	22.7014	19.3989	19.746	21.2939	20.4535	21.7709	20.5225	20.234	19.6228	20.3318	20.4899	20.2007	19.009	20.0489	20.5375	20.2492	20.8891	20.2593	19.4781	19.5644	20.1071	21.6275	20.8538	21.0947	21.3841	21.5306	21.6868	21.5484	21.4932	21.7323	20.8718	21.174	20.69	21.0352	21.1963	20.557	20.8513
Q13103	22.0721	20.2254	20.6982	21.793	21.6741	20.0527	20.5234	21.4366	21.9827	19.9737	20.1592	20.5097	20.225	20.0104	20.6369	20.0458	20.22	19.7047	21.6026	21.043	21.0392	20.8491	20.7077	21.6464	19.8187	21.5525	21.5842	20.7055	22.3755	22.7478	21.9593	21.9142	22.6946	23.6524	21.2963	21.8618	23.0633	21.7817	21.3066	24.0273	22.7155	20.9519	21.7538	22.2246	20.8648	21.2873	20.9956	21.6043	20.4127	20.5973	19.9398	20.0201	19.6105	21.6113	21.1051	21.7401	19.749	21.4702	19.8603	20.9523	20.2912	20.4041	22.7237	22.0848	22.7232	21.4139	21.3356	22.4589	23.2625	23.6405	22.6569	22.5366	21.4864	21.566	22.2196	22.5769	22.484	21.0976	24.1804	22.0575	23.0349	22.6202	23.1821	22.6817	22.5572	21.6966
Q13201;Q13201-2	21.9259	22.1066	21.9179	23.6262	22.3461	22.2044	21.8122	22.619	22.9927	22.463	21.6268	21.7338	21.4896	22.8582	21.8037	20.9072	20.6771	21.9754	22.2979	22.5038	20.601	20.5175	21.1708	22.187	21.3824	19.5856	20.6383	21.426	22.0749	23.0796	22.1596	21.2558	19.6151	21.1135	21.2445	19.8941	21.1175	22.0435	20.9506	20.611	22.6564	22.5758	23.249	22.6493	22.9546	22.3091	22.9912	22.5781	22.0591	23.324	23.551	22.8199	21.1719	22.0135	22.8487	22.7983	22.5025	22.6475	22.0187	22.3174	21.2138	21.247	20.8823	21.7808	20.3079	21.4508	21.6737	21.7981	21.0681	22.7709	21.8117	21.8177	21.0565	21.3666	20.3799	19.3113	21.5887	19.1254	20.2283	21.1656	23.856	23.2241	20.9223	22.6426	21.9993	22.0338
Q13822;Q13822-3;Q13822-2	21.715	22.4961	20.8579	21.0105	21.1655	20.7527	20.3199	20.4018	21.8471	22.1199	21.4449	22.1626	22.1914	21.4333	22.1666	19.9559	20.7265	21.6609	20.1966	20.4292	21.5415	19.9018	20.7209	20.4605	19.727	21.6457	19.5698	21.8501	22.0862	21.2255	21.7015	21.2535	21.401	21.5354	25.0754	22.0927	22.0582	20.816	21.1403	21.1668	22.3442	21.4887	21.6397	20.631	21.0067	20.5706	20.3497	21.7779	20.2384	21.6764	21.6818	21.5711	22.6514	22.0601	22.169	20.6273	22.298	22.0733	22.0831	21.2078	22.0911	19.8334	21.2926	19.3777	21.1213	20.2843	20.3565	22.0919	21.3368	22.6769	21.6992	21.4171	21.3437	22.0854	21.2068	20.5323	20.2228	21.0711	20.4901	20.3941	22.5994	21.6106	21.9085	21.8592	22.6702	21.1337
Q14515;Q14515-2	21.8344	21.0838	21.6426	22.2371	21.9099	21.349	21.6515	21.7733	22.0095	20.7936	21.0827	20.4373	21.6799	21.3646	21.0815	20.2456	21.2682	21.5203	21.9267	21.6232	21.2641	20.3658	20.6962	22.0864	21.8476	18.7102	21.6937	21.3059	22.2022	22.301	21.2461	21.4376	21.4253	20.933	20.7627	21.2454	21.7985	21.3969	21.3413	21.9372	22.6144	21.7359	22.6636	21.3813	20.985	21.2303	21.8176	22.1387	21.7836	20.9422	21.0154	20.3646	21.4525	21.1358	21.0557	21.1452	21.0483	21.3665	21.1623	21.1003	20.9882	21.6902	21.3612	21.7739	22.9286	21.6314	20.8519	21.9589	22.183	20.8327	21.3499	21.4577	21.2396	21.5049	20.9584	20.855	21.0981	21.8034	21.5701	21.623	22.1845	21.7882	21.9674	21.5191	21.0821	21.5476
Q14520-2;Q14520	26.6955	26.8255	26.805	26.5852	26.5509	26.7648	26.6601	27.0071	26.7702	26.4909	26.4253	26.7901	26.1762	26.1326	25.6907	26.1409	26.0756	26.3413	26.3432	26.2072	26.209	26.4413	26.4528	26.657	26.3069	26.8977	26.5923	27.637	27.3783	27.368	26.9937	26.9005	26.7251	27.1962	27.263	27.3547	27.2673	26.3105	26.7015	26.9198	27.1998	27.0337	26.8111	26.7578	26.6498	26.6507	27.0829	26.9568	27.0315	26.2204	26.7065	26.691	26.7484	26.3799	25.9935	26.5629	26.2638	26.4868	26.3248	26.1371	26.6645	26.1395	26.5927	26.4291	26.7178	26.3687	26.0949	26.5747	27.3261	27.451	26.6659	26.4705	26.4965	27.5618	26.7848	26.0497	26.018	26.1797	26.8198	26.556	25.5106	26.7717	26.7551	26.6396	26.3895	26.6292
Q14624	32.1888	32.2187	31.8342	31.9601	32.1372	31.9389	31.9233	32.0655	32.163	32.2832	32.0733	32.2553	32.4121	31.9833	32.232	31.7984	32.1177	32.003	32.047	32.2288	32.1917	32.1044	32.0644	31.9608	32.1771	32.4618	31.9767	31.0713	32.4171	32.1232	32.2055	32.5292	32.513	32.7115	32.7288	33.1955	32.8762	32.4094	33.0553	33.0544	32.5745	32.3049	32.2004	31.9	31.9001	32.1619	32.1229	31.7652	31.9795	32.272	31.7561	32.4719	32.2097	32.2341	32.4965	32.4413	32.1066	32.2486	32.0948	32.3585	32.2529	32.0402	32.0677	31.94	32.0758	31.9949	31.9248	32.0674	32.0265	32.5258	32.4334	32.4445	32.6239	32.7211	32.5882	33.0016	32.8848	33.1733	33.2713	33.3298	32.739	31.8239	32.2742	32.1584	32.42	32.1689
Q14624-2;Q14624-3;Q14624-4	19.9262	19.4431	19.4796	23.0982	21.8174	21.6489	21.8258	22.8199	22.5	19.6416	21.1763	20.6458	20.2402	22.032	20.1098	18.8405	19.7577	20.2818	18.6471	19.2552	19.2385	19.8922	20.7316	20.548	20.4588	21.1673	19.2197	19.4512	17.6811	20.4573	19.0399	19.7468	18.1686	21.98	20.7584	21.7034	20.214	19.8458	20.7298	20.8569	19.444	20.654	20.1143	20.996	21.5309	23.1892	22.5158	21.5269	22.7517	20.9565	21.2475	20.4027	21.0638	21.6993	21.45	19.0869	18.8546	19.8066	20.3603	19.7923	19.1298	20.8021	19.2632	18.6781	20.5888	19.4557	20.1734	18.4573	19.5726	19.3826	17.9198	19.7329	19.529	20.6004	20.1878	20.0754	21.2402	19.3852	20.34	20.4102	20.7547	18.1861	20.2899	19.6074	18.2612	19.6306
