ID	CO_4	CO_6	CO_5	CO27	CO29	CO26	CO25	CO28	CO30	CO31	CO36	CO32	CO33	CO34	CO_35	CO21	CO23	CO20	CO19	CO22	CO24	CO37	CO39	CO38	CO40	CO42	CO41	CO3	CO1	CO2	CO8	CO9	CO7	CO12	CO15	CO13	CO11	CO44	CO10	CO43	CO16	CO18	CO17	CA25	CA30	CA28	CA27	CA29	CA26	CA35	CA31	CA32	CA34	CA33	CA36	CA19	CA20	CA21	CA23	CA24	CA22	CA38	CA37	CA39	CA42	CA41	CA40	CA3	CA2	CA1	CA8	CA9	CA7	CA12	CA13	CA15	CA43	CA11	CA10	CA44	CA16	CA18	CA17	CA_4	CA_5	CA_6
P0C0L5	33.8101	33.5905	33.6441	34.0886	33.7548	33.9715	34.1873	34.0632	34.5148	34.0332	33.7994	34.8931	34.3772	34.1576	34.0086	34.55	34.1439	33.8239	33.8072	34.4526	34.3679	34.2036	34.5472	33.6821	34.031	34.1276	34.0832	33.2724	33.7313	33.8359	33.7168	33.9819	34.3597	33.9442	34.4604	34.4018	34.3088	34.3153	34.3827	34.4243	33.8446	34.2296	34.1636	33.5372	33.9884	33.8325	34.4047	33.7859	33.6881	34.3225	33.7829	33.9175	32.5416	34.1596	34.5505	33.3395	34.4071	34.3335	33.9859	34.1891	33.7943	33.8521	33.6965	33.5595	33.6534	34.1807	33.4433	33.8759	33.9249	33.3034	33.8233	33.9813	34.3842	34.2725	34.3898	34.1793	34.5002	34.7006	34.5713	34.6858	34.4353	34.1293	33.3732	33.5152	34.3332	33.7717
P0DOY3;P0DOY2;P0CF74	22.8181	22.8655	23.0726	25.3531	23.7235	24.7838	23.0566	24.9669	23.9407	24.1123	24.9135	23.6181	24.1474	25.6624	24.1249	24.8655	23.8016	23.3669	22.8202	24.1435	24.4383	23.9601	25.6037	24.0709	23.8449	25.1446	21.8852	22.4364	22.8056	21.6631	22.8568	23.1031	23.069	23.0031	23.7705	22.317	23.0133	21.4268	24.9724	24.465	21.1635	22.9598	21.5553	23.8266	24.3627	24.6132	24.6454	22.9506	24.2663	25.0805	25.1987	24.9852	23.1689	24.4556	26.3376	23.8996	21.0517	22.3164	22.7577	25.2651	23.8502	25.2499	25.0642	24.2581	25.9009	24.7121	25.4998	21.0281	22.9607	20.3379	22.6652	24.0556	23.2871	23.7802	23.7992	24.4826	24.3232	21.6676	22.9483	24.0219	23.7384	22.7013	22.9715	23.1473	22.3116	23.3034
P10124	21.6918	22.135	22.0288	22.4667	20.1717	21.2635	21.0874	22.0529	21.8738	21.3631	21.5517	22.3103	21.5534	22.3041	21.0737	21.5267	21.0392	22.0328	22.2697	22.1894	21.8843	21.0232	20.0161	22.5849	22.1202	23.2389	22.5041	21.3831	22.421	22.5851	21.3906	21.224	21.7976	22.4874	21.8355	21.938	21.4896	22.1955	22.0609	21.6861	22.4119	21.752	21.8351	21.4948	21.6663	21.1295	21.985	21.5046	21.9107	21.2758	22.6629	20.9703	22.3678	20.5406	21.9926	22.211	22.026	22.368	20.4949	21.5545	22.5518	22.1077	20.5789	21.6031	23.008	23.4389	22.1659	21.7391	20.4741	22.5949	20.773	21.5718	21.0971	22.6308	21.9713	21.9825	21.8901	22.4897	20.3513	21.6681	22.8809	22.4204	21.9984	22.1562	21.9502	21.8859
P10643	29.2587	28.6211	28.8863	29.5389	29.1516	28.9243	28.893	29.0402	29.2604	28.8994	29.0253	29.5227	29.5542	29.2812	29.3314	28.7445	28.6729	29.066	28.9859	29.4534	28.942	28.8708	29.1936	29.1204	26.9522	28.2166	28.0815	29.0595	29.5327	29.219	29.4599	29.433	29.338	29.7374	28.2506	29.1545	29.5099	28.8773	28.1975	28.6615	29.4164	28.9577	29.5981	29.3497	28.4922	28.9132	29.0955	29.6076	29.2601	29.171	29.4739	29.2999	29.6393	28.4605	28.7484	29.4026	28.9344	28.6718	28.8881	29.0242	29.3046	27.7727	28.8718	28.5557	27.0204	28.2008	28.2753	29.6025	29.556	29.2994	29.1747	29.7761	29.4088	29.5385	28.2933	29.3579	28.8896	29.6466	29.0653	29.4178	28.9927	28.7848	29.2704	29.2672	28.2485	28.9618
P10909-4;P10909;P10909-5;P10909-2;P10909-3	31.6143	31.4518	31.7227	31.5304	31.49	31.6315	31.4944	31.6497	31.6376	31.7289	31.7175	31.7677	31.4353	31.461	31.4834	31.6581	31.4965	31.8374	31.8667	31.9661	31.7345	31.5149	31.5214	31.4363	31.2237	31.5426	31.0107	31.8869	32.0737	31.9979	31.5606	31.6806	31.5786	31.3919	31.0323	31.2589	31.3121	31.6525	31.2413	31.1529	31.9699	31.7404	31.6899	31.7201	31.4992	31.2852	31.7153	31.5567	31.5507	31.5912	32.0071	31.0429	32.2531	31.7216	31.2784	31.8542	31.9278	31.5955	31.8221	31.7153	31.7877	31.6211	31.4561	31.5813	31.624	31.6524	31.4272	31.5983	31.8981	32.1909	31.4321	31.6642	31.4327	31.0998	30.7984	31.0916	31.0026	30.883	31.2226	31.0989	31.9465	31.6271	31.7829	31.5418	31.7289	31.6468
P11021	24.0425	23.9702	23.4869	24.2827	23.711	24.3204	23.2994	24.0341	24.1287	24.0538	23.8997	23.5301	23.7635	23.5943	24.1634	23.1344	23.2997	23.4416	24.1332	24.2122	23.334	24.0039	23.9583	24.4486	24.0457	24.3487	23.8876	23.6688	24.2147	23.9764	23.4735	23.4361	23.0573	23.416	22.7475	22.9974	23.9364	24.7881	23.4604	23.3288	24.2046	23.6833	24.327	23.7556	23.9369	23.8788	24.0654	23.3427	24.0328	23.8512	24.0244	23.6525	24.2071	23.2189	24.0826	23.8209	23.5741	23.8392	23.5598	23.8529	24.0984	23.6975	24.2111	23.739	23.9432	23.8675	23.8344	24.0632	23.5458	24.1601	23.749	23.5739	23.2567	23.9362	22.7424	22.4187	24.0742	21.8903	20.8881	22.9895	24.3939	23.7165	23.5016	24.1831	24.5342	24.3348
P11226	24.6518	24.2008	25.5293	24.5653	24.3876	24.8649	25.7358	24.3022	23.3409	23.0023	26.6392	25.8025	23.9779	26.2731	24.6773	21.9539	24.0262	24.7691	25.201	25.7418	25.1871	20.9821	24.5808	20.1623	21.6132	25.5657	23.4339	21.5871	21.6883	24.4967	24.316	24.382	24.1065	25.4416	19.7403	21.012	24.4652	21.7911	19.4876	22.9998	24.6806	25.7949	22.5675	24.9101	25.1387	23.6944	24.1106	24.9854	20.4909	25.1228	24.5846	23.2845	21.4088	24.5432	24.0804	23.9823	25.5661	22.7046	25.4754	25.4173	26.1036	19.2181	21.3625	21.0142	25.0215	23.0875	24.2983	22.6804	23.2348	22.5662	23.469	25.2705	22.4613	24.7366	22.6798	25.3437	24.8576	26.3063	23.7598	25.0442	20.1095	25.2679	24.5972	25.2742	24.145	24.8962
P12259	26.7439	25.8476	26.5367	26.6528	26.6351	26.8184	26.8606	27.1164	26.6147	26.9376	27.8702	26.9862	27.058	26.9592	27.5297	26.9603	26.8636	26.7302	27.3111	27.0071	27.1829	26.5714	26.9027	26.6796	26.5122	26.6697	26.1863	26.4799	26.9452	26.9533	27.2123	26.9337	27.1106	27.0452	26.4035	27.2619	27.322	26.7926	27.4219	27.5823	27.3238	26.6406	27.2957	26.9731	26.4732	27.2028	26.8976	27.1857	26.392	27.376	27.1228	26.6079	27.3977	27.4907	27.2677	26.726	27.2316	27.0681	26.7749	27.1675	26.4777	26.3895	26.5979	26.6121	26.7285	26.3715	26.1558	26.6372	27.2455	27.0756	26.7671	27.3503	27.142	27.4179	27.4697	27.1092	27.2508	27.993	27.4546	27.2542	27.0923	26.7585	26.8105	26.7794	26.8087	26.8451
P12955-2;P12955;P12955-3	20.378	19.6191	19.5043	20.2375	20.751	20.041	20.2348	20.0804	20.278	20.1785	20.8426	21.4657	21.6541	21.745	21.6168	19.8633	20.8117	19.9854	19.4418	20.8266	20.9992	20.0234	20.1536	19.3558	20.8089	20.285	20.171	20.3046	20.1948	20.1068	21.7055	21.7258	21.2322	22.3119	21.786	21.8475	22.2331	21.8981	22.3562	22.1323	21.0476	21.0207	21.0544	20.9131	20.3306	20.3096	20.8819	21.0448	19.2025	21.8453	21.2638	21.4124	21.4572	21.663	21.7099	21.4627	21.4822	19.4447	21.0538	21.1308	19.986	18.9353	20.0044	19.3599	21.4474	20.0614	19.846	20.851	18.8004	19.1198	22.3044	21.9079	21.3083	22.9622	22.5821	21.9067	22.6923	22.4706	23.1912	22.9259	21.3184	20.7469	20.3282	21.2257	20.9998	22.023
P13473-2;P13473;P13473-3	21.9931	22.2713	21.6311	22.7419	22.6993	22.2365	22.2036	22.6688	22.517	23.0371	22.0409	22.859	23.0307	22.7135	22.8896	22.4039	22.2107	22.7622	23.2529	22.6196	22.994	21.3986	21.7034	20.7651	21.3839	22.2142	22.2547	21.5411	22.723	22.8115	23.5563	23.1438	23.1822	22.554	22.59	22.8154	22.9248	22.7623	22.7833	22.4513	23.1532	22.6836	22.5201	22.3637	22.2278	22.304	22.4759	22.5353	20.8706	22.5394	23.2452	22.3031	21.969	23.1495	22.5204	23.2578	22.8496	21.9519	22.9563	22.3176	22.7404	20.1452	19.5067	21.8292	22.6137	22.5794	22.354	23.0412	22.5206	22.9832	22.8009	22.7739	22.8504	22.4918	22.2812	22.8023	22.2833	22.4381	22.2747	22.1996	23.261	22.4807	22.3113	21.6784	22.1009	22.4838
P13591-4;P13591-3;P13591-1;P13591;P13591-5	20.5617	19.2331	21.4544	21.2497	22.1123	20.4201	21.9599	21.309	20.1036	20.7223	21.398	20.1117	20.7823	18.2864	22.3901	18.5204	21.2239	19.9452	20.5195	20.838	19.3808	19.9733	19.345	19.5691	20.2575	20.5402	20.7329	21.1449	21.321	21.5266	20.9313	22.25	22.2736	22.0977	21.3602	21.9838	21.9609	22.7054	22.1952	22.8384	21.2618	20.8749	20.4526	21.0662	20.8779	21.5643	20.1406	22.4689	21.0754	19.8349	21.5973	21.7262	22.0644	20.721	22.1594	21.5361	20.1706	19.8745	20.6758	21.4025	21.4828	19.2817	20.4019	20.3922	20.3122	21.0889	20.015	21.0206	21.7674	21.5113	21.9596	22.2604	21.868	22.4998	21.8927	22.5995	22.3765	22.5663	21.672	22.2197	21.8732	21.9841	20.4159	20.4847	19.4527	19.6892
P13598	21.3175	21.6439	21.315	21.7977	22.6746	22.5413	21.658	21.0469	22.2854	22.6845	20.8029	21.3844	22.5206	22.3155	22.927	21.0309	21.2448	20.9237	20.6947	21.6609	21.6128	21.1943	21.7621	21.5299	19.7469	22.6229	20.8199	20.404	22.9798	21.1011	21.7445	21.68	22.0925	22.9767	21.0075	21.4205	20.1679	21.8629	21.5647	23.0392	22.3283	21.1832	21.1949	22.34	20.848	21.2505	22.3838	22.0452	22.2044	21.5916	21.9919	21.6761	21.3688	21.7184	22.1487	22.0538	21.6968	20.1803	22.1912	20.3593	21.6853	20.4947	21.1816	20.8576	21.6893	20.5261	21.0463	21.6848	19.2938	19.6378	21.6516	21.3489	21.7188	22.1128	21.2913	22.321	19.9388	18.8938	21.833	22.3645	21.5297	21.2722	21.4309	20.9396	22.328	22.6934
P13671	29.7352	29.4536	29.6922	29.2368	29.4309	29.1666	29.2868	28.6333	29.4058	29.9881	29.8376	29.6831	30.1038	29.6751	29.9109	29.3164	29.5382	29.3332	29.4883	29.7439	29.4083	29.8027	29.523	29.6849	29.2582	29.4602	29.2217	29.8687	30.2111	29.991	30.2849	30.0023	30.0434	29.8146	29.7363	29.654	30.5565	30.1573	29.0644	30.4992	30.0637	29.6678	29.8745	29.2269	29.4946	29.4954	29.2871	29.4056	29.2517	29.8135	29.4351	29.5879	29.71	29.6415	29.5808	29.4828	29.6667	29.3193	29.6208	29.4514	29.4093	29.5571	29.6063	29.6229	29.4053	29.416	29.3954	30.2764	30.0395	29.7159	29.8895	29.929	30.1546	30.2195	30.1215	29.8462	30.2066	30.395	30.1849	30.1342	29.5327	29.7405	29.7955	29.8125	29.6089	29.4524
P13796	23.5846	22.8094	23.6252	23.9499	23.7132	23.7616	23.6132	23.9552	24.0545	23.3602	24.2101	23.7928	22.7418	23.6246	23.4316	22.1683	22.3871	22.5578	23.1218	22.3008	24.0545	22.2682	23.492	23.1318	23.7117	23.7548	23.7656	23.6091	23.8244	23.6977	23.2208	23.2614	23.2469	23.5253	23.6015	22.7492	23.0387	23.8471	23.8314	23.5998	23.5806	23.4514	23.7806	23.8185	23.6171	23.8612	23.7003	22.3753	23.6164	23.5948	23.7115	22.6575	23.071	23.8732	24.3384	22.8115	22.2357	21.9479	23.2176	23.761	23.638	20.3301	23.5188	22.0698	23.358	23.5066	23.1956	23.6963	22.4282	22.9606	23.275	23.4467	23.1118	23.877	24.9362	23.6908	22.9447	23.0092	23.5714	23.6052	23.5936	23.1075	23.0575	23.1917	23.444	23.5419
P14151;P14151-2	25.3774	24.4542	25.5846	25.3629	24.4508	24.2499	24.5153	24.8897	24.9578	24.4638	23.5909	24.7867	24.2315	24.2682	24.205	23.6867	24.4662	24.7013	23.9107	23.9284	24.2558	23.8232	25.0305	24.3396	24.2118	23.5286	23.6996	24.635	24.3517	25.2691	24.8877	24.68	25.0129	23.9866	24.0135	23.3507	24.1368	21.6461	24.8017	25.0546	24.766	24.9086	24.3686	24.9982	24.4284	24.0504	24.5745	24.7725	25.0035	24.3821	23.0951	23.2525	24.4621	24.2782	24.3914	24.4549	24.7918	24.0588	24.6373	23.833	24.3466	24.4619	24.7906	24.5409	25.0477	23.9017	23.7722	24.6714	23.2965	24.5175	25.3764	25.4999	24.7211	24.875	24.0665	24.3928	24.5495	24.3462	24.4797	24.9382	24.8062	24.7736	22.8815	24.8431	24.4326	25.4017
P14543-2;P14543	20.7389	21.2415	22.1673	21.6877	20.9057	21.3734	21.5597	20.7578	20.6377	22.203	21.0519	21.6307	21.0843	21.7059	20.7471	20.7379	21.3287	21.4809	22.2493	21.9315	22.2948	20.9954	20.9101	21.9259	20.974	21.8398	21.5139	21.3649	21.5206	22.3496	21.2242	21.1577	21.5155	20.9076	19.9627	20.3759	20.0787	21.1669	20.7703	20.2581	22.2405	21.9765	22.6794	21.3922	21.2651	20.6516	21.3522	21.9543	21.6941	21.4809	21.4179	21.328	22.2081	21.4319	21.5771	20.952	21.3194	20.9844	20.5701	21.5239	21.6043	21.1281	21.2312	20.1332	21.6562	21.7731	21.4229	21.2576	19.8713	22.1594	20.1635	20.6002	20.6831	21.0956	21.2679	20.5388	20.5312	20.3537	19.4275	20.3869	22.8269	22.1587	22.3342	21.8542	21.4187	21.1437
P15144	23.8845	22.9442	24.126	24.0227	23.7233	21.83	22.757	23.9534	23.5257	23.6801	23.2954	23.5663	23.1543	21.0316	23.1002	23.4256	21.9589	20.8932	21.5273	21.4325	23.4574	21.9462	21.579	20.2427	21.9534	19.7807	22.1465	20.7107	21.0205	22.1412	22.9221	21.0542	22.4976	23.6664	23.5551	23.4373	23.5151	24.6866	23.1714	25.0933	24.7875	24.5392	25.0161	22.9254	23.8826	23.5297	23.293	23.9732	22.9755	22.3689	23.8706	22.3256	23.6788	22.6433	23.1966	22.953	22.6034	21.7003	22.5425	21.3908	22.836	20.7972	20.2499	22.2765	20.4323	22.1831	21.6392	21.3041	20.3057	22.5402	22.2969	22.3849	21.4703	24.8856	23.9453	24.3887	22.1095	22.3707	23.006	24.1852	25.3408	24.4429	24.0418	23.5713	24.2258	23.8079
P15151-3;P15151-2;P15151-4;P15151	23.8087	24.2984	23.7943	23.9228	23.7904	23.8471	24.3846	24.1228	23.7347	23.0705	22.5178	23.274	22.2437	23.3237	23.0116	23.1598	23.359	22.6348	23.9254	23.9116	23.0085	23.4047	22.9067	24.0041	23.6483	23.5006	23.6848	23.4552	23.3891	23.5718	23.0213	22.915	22.4224	21.5705	23.2265	22.9487	22.9815	22.0941	22.2556	21.4119	23.9544	23.2304	23.7722	24.0817	24.0046	24.0145	23.6281	23.6823	24.0648	23.1039	23.0181	22.887	24.1247	23.5848	22.3677	23.9507	22.6165	23.6997	22.6817	22.9505	22.3313	23.8054	23.3281	22.8819	24.4097	23.412	23.4543	23.6639	23.0912	23.6445	22.6144	22.8469	22.5475	23.1415	22.1624	22.4471	23.6277	23.5796	23.5039	22.6271	24.6467	24.4054	23.5124	24.2235	24.1447	24.0307
P15169	28.1323	28.0846	28.1476	27.9728	27.6592	27.6313	27.6396	28.017	27.9598	28.3979	28.2974	27.9221	28.0963	28.0243	28.1982	27.1608	27.6944	27.7231	28.0985	27.6596	28.2369	27.2621	27.4563	27.3356	27.2235	27.8322	27.7832	27.7292	28.1356	27.9063	27.5245	28.1136	27.9796	28.6188	28.1888	28.2334	29.0113	28.1771	24.3061	27.7652	28.8314	27.5854	28.1019	28.0179	28.0657	28	27.5129	27.7459	27.8286	27.8486	28.1021	27.1058	28.3432	27.9028	27.6872	28.0446	27.9473	27.9798	27.9615	27.9258	27.9582	28.0228	28.0079	27.8594	27.5663	27.6956	27.6985	27.7518	27.9897	28.5986	28.0901	27.7834	27.9103	28.7167	28.3491	28.2828	27.809	28.5795	28.1338	28.2402	28.4081	28.2154	28.0023	28.328	28.4053	28.0061
P16070-15;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-8;P16070-9;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;P16070-5;P16070;P16070-19	25.4312	25.1669	25.4299	25.7044	25.2738	25.0422	25.257	25.4149	25.3402	25.3824	25.1411	25.6221	25.8771	25.5786	25.5407	25.1287	25.3439	25.3238	25.7763	25.1373	25.2035	24.8944	25.2268	25.5185	25.3111	25.9804	25.1942	25.1771	25.1351	25.297	25.1217	25.1152	24.9332	24.8918	23.5635	23.9838	24.4581	25.3283	24.886	25.1747	25.6823	25.5738	25.8814	25.1605	25.44	25.0694	25.4226	25.0875	25.5064	25.4124	24.4613	24.9799	25.0427	25.4169	25.8376	25.4143	25.3419	25.149	24.8365	25.2748	25.0107	25.0506	25.3004	25.2652	26.0048	24.8434	25.2449	25.3874	25.2375	25.1028	25.496	25.6248	25.0877	24.6685	24.551	23.1901	24.3296	21.4566	24.3731	24.7404	26.0602	24.826	25.0138	24.8989	25.257	25.9438
P17813-2;P17813	19.5134	19.1131	18.8062	20.7401	20.3626	19.839	19.9556	20.263	20.5203	19.9234	20.1342	19.8483	20.305	19.7727	20.2795	19.3723	20.0955	19.7422	19.6085	19.5889	19.6685	18.791	19.5027	19.1398	19.9583	19.8672	19.4323	20.4204	20.0295	20.6584	19.8795	19.1473	19.9649	19.7932	19.3001	18.8999	20.7866	19.7891	20.5452	20.0552	20.5336	20.1089	19.7533	20.1733	19.9434	20.3905	19.4974	20.8691	20.2833	20.7335	20.2976	19.6513	19.7418	20.377	20.8129	19.848	19.1658	19.5683	20.1384	19.4213	18.9306	20.1093	19.6892	20.9802	20.7512	20.0179	19.386	20.1673	19.9508	19.526	19.4013	20.0501	19.66	20.8503	20.1541	19.4178	19.7092	19.149	20.0372	20.3744	20.2258	20.198	18.9661	19.1637	19.2218	18.8851
P17936;P17936-2	26.8581	26.6906	27.034	27.0888	26.5934	27.2982	26.8065	26.8206	26.6176	27.1491	26.8464	27.2189	27.6444	27.7462	27.0624	27.4545	27.1971	27.709	27.5938	27.0461	27.2871	26.2772	26.2045	26.4012	26.3519	27.4732	26.893	27.5756	27.4919	27.526	27.0062	27.1364	27.4984	26.1274	25.886	25.0762	25.1448	25.8812	24.5164	25.7259	27.5716	27.2872	27.3089	27.4603	26.944	26.8691	27.1613	27.1368	26.9684	27.1386	27.3905	27.11	27.6841	26.7771	26.8608	27.0434	27.2411	27.5156	27.5204	27.0859	27.2456	26.7261	27.1064	26.7653	26.7317	26.5653	26.3321	27.4388	27.2682	27.2529	27.0252	26.4772	27.2077	25.7975	25.4962	24.9259	26.1018	25.6805	25.889	26.1744	27.316	26.9545	27.4012	27.0562	26.4172	27.1016
P18065	22.1057	20.2758	19.8012	22.0491	21.6744	21.1252	19.6571	19.1592	21.6226	19.4687	21.3616	21.2337	20.5033	20.68	21.2755	19.3178	20.135	19.2194	21.0376	22.197	20.5676	21.6331	21.2267	19.3324	19.8269	20.2503	18.8953	19.6083	24.0006	22.0107	22.5894	20.5692	21.0336	23.3019	20.6345	20.2672	23.524	24.0754	23.2437	22.9679	22.2725	21.356	19.9591	20.8118	20.361	20.9006	20.4305	20.7975	19.832	22.1622	19.7819	20.2908	20.8244	20.9319	22.8049	19.7563	21.3399	21.0278	20.2207	20.2333	20.1159	22.1669	20.0131	21.2543	20.7862	19.7506	19.8262	23.4445	22.5915	22.7283	22.7601	23.517	22.2233	22.4527	20.6781	22.3393	21.3948	22.6187	22.3075	23.4158	23.1675	19.721	20.1868	20.8944	20.3098	20.1442
P18428	24.2162	23.8899	23.7548	24.2167	24.7168	25.0612	24.9008	24.25	25.1249	24.6154	25.295	25.6918	24.6388	25.7195	24.6308	23.9894	22.9206	25.043	19.4873	24.6743	25.4498	24.7979	24.1094	23.4237	24.3951	23.1483	24.7127	25.0018	24.4467	24.4261	24.1278	24.508	22.2239	24.3781	24.9137	25.5814	24.537	24.2055	24.587	24.0844	23.9609	24.6622	24.1184	24.5709	25.1999	24.2477	24.5022	24.4099	24.4413	24.3147	23.9888	23.0912	25.2252	24.5843	25.4849	23.5295	24.3898	20.4275	24.8179	24.5119	24.8032	23.8078	24.5309	24.3233	22.7374	24.8892	24.9945	23.255	23.9798	24.4418	24.6184	25.2402	24.7613	24.37	25.5805	24.6284	24.2905	24.8412	24.4296	24.191	24.2158	24.7453	23.7498	23.4721	25.9648	23.8076
P19320-3;P19320;P19320-2	21.6288	21.0388	22.2452	22.2762	20.1731	23.1213	21.686	22.2347	21.3605	22.4781	21.2282	21.5281	20.7634	21.6487	21.7943	20.734	22.2439	22.2823	21.207	21.7093	21.7773	22.707	22.1205	20.7041	21.4291	22.0531	21.4711	22.0409	22.4372	21.875	22.0978	21.6156	20.4329	23.2969	19.8743	20.2962	22.5828	22.4528	22.6388	23.2962	22.553	21.3355	20.6122	21.7278	22.0456	21.4429	21.4954	21.8677	21.4615	20.8169	22.0209	20.6059	21.6016	21.9575	21.9294	21.2586	21.6559	20.5113	21.8075	21.0493	21.2004	20.6588	21.2252	21.8119	22.2033	21.0127	21.5179	21.6217	21.4463	21.3007	21.8711	22.549	21.2491	22.8094	20.4183	22.7946	22.0439	21.6514	21.8496	22.7213	22.0982	21.8018	20.6694	22.1366	21.5699	21.8493
P19823	32.8386	32.686	32.6693	33.0805	32.8318	32.8775	32.7702	32.8036	32.7493	32.569	32.5423	32.8165	32.9859	32.9747	33.0352	32.8447	33.0601	33.0373	32.8919	33.0471	32.8311	32.5598	32.4249	32.4822	32.9185	32.9866	32.7664	32.9403	32.8624	32.9529	32.7888	32.7807	33.0421	32.9883	33.0161	33.0657	33.3245	32.853	33.3599	33.4425	33.3223	32.836	33.229	32.8428	32.1419	32.7767	32.9242	32.9044	32.9211	32.7541	32.4344	32.5574	32.5731	33.0239	32.7653	32.9414	32.9473	32.9711	32.9825	33.0477	32.964	32.5969	32.4665	32.8895	32.3896	32.4089	32.5936	32.7794	33.0885	32.8413	32.962	32.5955	32.822	33.1028	33.0439	33.1658	33.24	33.3435	33.4073	33.3898	33.3075	33.1278	33.0771	32.9158	32.6787	32.6694
P19827;P19827-2	30.9787	30.9892	30.9437	31.037	30.9394	30.8917	30.6592	30.9022	30.9128	30.5883	30.3956	30.9799	30.7655	30.7459	30.9611	30.6871	31.0737	30.6971	30.9475	30.9087	30.9117	30.4557	30.3398	30.2452	30.828	30.9084	31.0262	30.9458	31.1907	30.9752	31.1029	31.374	31.6313	31.1123	31.2403	31.0902	31.4939	31.5165	31.7757	31.6396	31.7946	31.2266	31.5439	30.8965	30.4681	30.8152	30.8332	31.066	30.7004	31.0024	30.2414	30.9187	30.7907	31.1245	31.0427	30.9983	31.0088	30.7421	30.7456	31	30.788	30.58	30.5871	30.5756	30.3451	30.4295	30.6366	30.8428	30.958	31.017	31.3505	31.0871	31.3443	31.3641	31.2962	31.2328	31.4616	31.3733	31.9097	31.4736	31.8959	31.3084	31.332	31.1283	30.9294	30.719
P20851-2;P20851	24.4514	23.9172	24.4534	24.9282	24.5712	25.4772	25.8325	25.1405	25.1815	26.5714	25.8064	24.2844	25.5455	26.1223	25.7497	25.6795	24.0158	25.4685	24.2421	25.2317	25.2213	22.3519	23.9458	24.3124	23.3989	20.1241	23.1294	24.0587	24.8414	23.577	23.5303	24.4212	25.0216	20.9432	19.4849	20.8524	20.2339	20.9064	22.9657	21.4473	24.0396	25.0777	23.5966	24.7939	25.3097	24.92	24.8672	24.6168	25.4933	25.5329	26.4124	24.9604	25.2431	25.5038	25.3009	24.7629	24.8571	25.2378	25.2022	25.588	24.6884	24.4468	23.421	23.7313	23.8576	23.5385	24.406	23.6904	23.9447	22.9063	24.3214	24.6503	25.2046	22.4043	22.2261	22.1132	22.6781	22.7757	22.8862	21.9525	19.7974	22.0797	24.8991	24.2713	24.4173	24.4771
P22105;P22105-3;P22105-4;P22105-2	24.4562	23.5804	24.0874	24.583	23.9661	23.9135	23.16	23.6925	24.6278	21.3722	23.685	22.9624	23.6003	23.6785	23.3484	22.9178	23.3685	21.8858	23.6413	23.1756	23.8494	23.2495	23.8359	24.5348	22.9163	25.2748	23.5831	23.5039	24.5428	23.5679	23.9577	23.6991	23.2681	24.4035	22.3398	22.7402	23.5265	23.6494	22.9216	23.6565	23.434	23.5741	25.8572	23.0493	23.9371	23.5751	24.489	25.048	24.3329	23.191	22.9804	23.1898	22.2188	23.5662	23.2188	23.2644	22.4224	23.5096	23.3455	22.4117	22.3902	23.1668	23.445	23.1145	22.9144	22.9464	23.0147	23.5155	23.9469	20.6665	23.4842	22.6528	23.506	23.8211	23.0937	22.398	23.1225	22.8933	23.7374	22.8084	25.0849	23.5863	23.8325	24.124	23.446	24.1741
P22352	26.8764	26.6004	26.292	26.2934	26.0243	25.5974	25.8112	25.4031	25.7845	26.3164	26.9641	26.2634	26.8857	26.2597	26.5807	25.4996	26.3622	25.9519	27.0714	26.2366	26.565	26.5912	25.7615	26.1865	26.6837	26.7751	26.4612	26.3892	26.9961	26.8795	26.8839	27.3924	27.0863	27.286	26.5848	26.6378	28.1806	27.4001	28.3066	27.3328	27.1992	26.4896	26.7896	25.9699	26.1995	26.0904	26.1453	26.0736	25.4911	26.4281	26.5148	24.5946	26.1397	26.6324	26.1774	26.7933	26.3597	25.8625	26.2128	26.2304	26.7394	25.9531	26.0409	26.2529	27.1051	26.3904	26.3518	26.7302	26.6465	26.6401	26.7467	26.8898	27.1156	27.3444	26.5425	26.7364	26.83	27.8934	27.5727	27.4154	27.4716	26.2527	26.0505	26.2517	26.1061	26.5915
P22692;P22692-2	21.0594	21.5653	21.8751	22.648	22.3357	22.401	22.2398	22.4949	22.815	22.733	22.6329	22.3732	22.4338	21.8781	22.4133	22.0951	22.4237	22.289	21.9512	20.4213	21.3523	19.7684	21.1135	20.2792	21.2249	20.2699	21.6748	21.9174	22.7847	21.9397	22.349	22.0269	22.0956	21.9209	21.5197	21.7984	21.0728	20.7796	19.7654	21.039	23.0666	21.9487	22.6332	22.4683	22.5025	22.0297	22.8106	22.7521	22.6347	22.716	22.8185	22.3322	22.9049	22.1159	22.619	21.7992	21.0974	21.0734	22.4883	20.9143	20.6661	19.8982	19.7952	19.7669	21.9343	21.6926	20.8439	21.517	21.534	21.7446	22.3564	22.5421	21.8314	22.2248	21.9419	22.4328	21.6518	20.9804	19.6055	20.0297	22.9767	22.3513	22.4503	22.0534	22.4033	22.2999
